Ledger,Account,Plan,Activity,Sector,Month Num,Month Text,Month,Fiscal Month,Date,Doc Type,Amount,DataDate,,,,,
DC19ACT,45025,15,Community Facilities,No Sector,4,Apr,10-Apr,10,15/04/2019,$RECEIPT,-1539,45530.00,,,,,
DC19ACT,45025,15,Community Facilities,No Sector,4,Apr,10-Apr,10,15/04/2019,$RECEIPT,-1093,45530.00,,,,,
DC19ACT,45025,15,Community Facilities,No Sector,5,May,11-May,11,08/05/2019,$RECEIPT,-16255,45530.00,,,,,
DC19ACT,45025,15,Community Facilities,No Sector,5,May,11-May,11,09/05/2019,$RECEIPT,-257,45530.00,,,,,
DC19ACT,45025,15,Community Facilities,No Sector,6,Jun,12-Jun,12,06/06/2019,$RECEIPT,-257,45530.00,,,,,
DC19ACT,45025,15,Community Facilities,No Sector,6,Jun,12-Jun,12,17/06/2019,$RECEIPT,-1154,45530.00,,,,,
DC19ACT,45025,15,Community Facilities,No Sector,6,Jun,12-Jun,12,24/06/2019,$RECEIPT,-1154,45530.00,,,,,
DC19ACT,45025,15,Community Facilities,No Sector,6,Jun,12-Jun,12,26/06/2019,$RECEIPT,-1154,45530.00,,,,,
DC19ACT,45025,15,Community Facilities,No Sector,6,Jun,12-Jun,12,28/06/2019,$RECEIPT,-1169.64,45530.00,,,,,
DC19ACT,45025,15,Community Facilities,Sector 1 - Tweed Heads,6,Jun,12-Jun,12,19/06/2019,$RECEIPT,-1539,45530.00,,,,,
DC19ACT,45025,15,Community Facilities,Sector 2 - Murwillumbah,2,Feb,08-Feb,8,01/02/2019,$RECEIPT,-1539,45530.00,,,,,
DC19ACT,45095,16,Surf Lifesaving,No Sector,8,Aug,02-Aug,2,23/08/2018,$RECEIPT,-113,45530.00,,,,,
DC19ACT,45095,16,Surf Lifesaving,No Sector,12,Dec,06-Dec,6,12/12/2018,$RECEIPT,-226,45530.00,,,,,
DC19ACT,45095,16,Surf Lifesaving,No Sector,2,Feb,08-Feb,8,01/02/2019,$RECEIPT,-113,45530.00,,,,,
DC19ACT,45095,16,Surf Lifesaving,No Sector,6,Jun,12-Jun,12,19/06/2019,$RECEIPT,-61,45530.00,,,,,
DC19ACT,45095,16,Surf Lifesaving,No Sector,6,Jun,12-Jun,12,28/06/2019,$RECEIPT,-6219,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,7,Jul,01-Jul,1,05/07/2018,$RECEIPT,-1258.15,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,7,Jul,01-Jul,1,10/07/2018,$RECEIPT,-72175.62,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,7,Jul,01-Jul,1,11/07/2018,$RECEIPT,-7522,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,7,Jul,01-Jul,1,19/07/2018,$RECEIPT,-472.17,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,7,Jul,01-Jul,1,23/07/2018,$RECEIPT,-1935.62,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,7,Jul,01-Jul,1,24/07/2018,$RECEIPT,-1371,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,7,Jul,01-Jul,1,27/07/2018,$RECEIPT,-1896.91,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,7,Jul,01-Jul,1,30/07/2018,$RECEIPT,-1640.36,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,7,Jul,01-Jul,1,31/07/2018,$RECEIPT,-53.42,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,8,Aug,02-Aug,2,09/08/2018,$RECEIPT,-4839.05,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,8,Aug,02-Aug,2,20/08/2018,$RECEIPT,-2811.43,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,8,Aug,02-Aug,2,21/08/2018,$RECEIPT,-74.62,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,8,Aug,02-Aug,2,23/08/2018,$RECEIPT,-2187.14,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,8,Aug,02-Aug,2,23/08/2018,$RECEIPT,-2187.14,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,8,Aug,02-Aug,2,24/08/2018,$RECEIPT,-4193.71,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,8,Aug,02-Aug,2,24/08/2018,$RECEIPT,-1184.77,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,8,Aug,02-Aug,2,28/08/2018,$RECEIPT,-637.99,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,8,Aug,02-Aug,2,29/08/2018,$RECEIPT,-1935.62,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,9,Sep,03-Sep,3,03/09/2018,$RECEIPT,-364.6,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,9,Sep,03-Sep,3,03/09/2018,$RECEIPT,-1935.62,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,9,Sep,03-Sep,3,05/09/2018,$RECEIPT,-3629.29,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,9,Sep,03-Sep,3,17/09/2018,$RECEIPT,-76549.9,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,9,Sep,03-Sep,3,19/09/2018,$RECEIPT,-192.4,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,9,Sep,03-Sep,3,24/09/2018,$RECEIPT,-2187.14,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,10,Oct,04-Oct,4,02/10/2018,$RECEIPT,-3696.27,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,10,Oct,04-Oct,4,04/10/2018,$RECEIPT,-35.19,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,10,Oct,04-Oct,4,10/10/2018,$RECEIPT,-7065.21,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,10,Oct,04-Oct,4,16/10/2018,$RECEIPT,-1451.72,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,10,Oct,04-Oct,4,16/10/2018,$RECEIPT,-364.6,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,10,Oct,04-Oct,4,30/10/2018,$RECEIPT,-1589.83,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,11,Nov,05-Nov,5,01/11/2018,$RECEIPT,-48,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,11,Nov,05-Nov,5,22/11/2018,$RECEIPT,-2187.14,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,11,Nov,05-Nov,5,29/11/2018,$RECEIPT,-1664.63,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,12,Dec,06-Dec,6,03/12/2018,$RECEIPT,-1447.39,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,12,Dec,06-Dec,6,05/12/2018,$RECEIPT,-3827.5,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,12,Dec,06-Dec,6,07/12/2018,$RECEIPT,-2034.04,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,12,Dec,06-Dec,6,10/12/2018,$RECEIPT,-6285.84,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,12,Dec,06-Dec,6,12/12/2018,$RECEIPT,-874.86,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,12,Dec,06-Dec,6,17/12/2018,$RECEIPT,-5467.86,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,2,Feb,08-Feb,8,01/02/2019,$RECEIPT,-3827.5,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,2,Feb,08-Feb,8,04/02/2019,$RECEIPT,-1356.03,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,2,Feb,08-Feb,8,05/02/2019,$RECEIPT,-1935.62,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,2,Feb,08-Feb,8,11/02/2019,$RECEIPT,-1374.29,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,2,Feb,08-Feb,8,12/02/2019,$RECEIPT,-193.56,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,2,Feb,08-Feb,8,20/02/2019,$RECEIPT,-2661.07,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,2,Feb,08-Feb,8,22/02/2019,$RECEIPT,-287.39,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,2,Feb,08-Feb,8,26/02/2019,$RECEIPT,-24.37,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,2,Feb,08-Feb,8,27/02/2019,$RECEIPT,-1640.36,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,3,Mar,09-Mar,9,12/03/2019,$RECEIPT,-287.39,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,3,Mar,09-Mar,9,18/03/2019,$RECEIPT,-5923.43,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,3,Mar,09-Mar,9,25/03/2019,$RECEIPT,-32.81,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,3,Mar,09-Mar,9,25/03/2019,$RECEIPT,-1709.16,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,3,Mar,09-Mar,9,26/03/2019,$RECEIPT,-7381.6,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,3,Mar,09-Mar,9,27/03/2019,$RECEIPT,-2012.17,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,4,Apr,10-Apr,10,09/04/2019,$RECEIPT,-270.99,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,4,Apr,10-Apr,10,11/04/2019,$RECEIPT,-2187.14,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,4,Apr,10-Apr,10,12/04/2019,$RECEIPT,-1935.62,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,4,Apr,10-Apr,10,15/04/2019,$RECEIPT,-1451.72,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,5,May,11-May,11,08/05/2019,$RECEIPT,-956.44,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,5,May,11-May,11,09/05/2019,$RECEIPT,-364.6,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,6,Jun,12-Jun,12,06/06/2019,$RECEIPT,-364.6,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,6,Jun,12-Jun,12,17/06/2019,$RECEIPT,-1640.36,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,6,Jun,12-Jun,12,19/06/2019,$RECEIPT,-1334.59,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,6,Jun,12-Jun,12,24/06/2019,$RECEIPT,-1640.36,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,6,Jun,12-Jun,12,26/06/2019,$RECEIPT,-1640.36,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,6,Jun,12-Jun,12,27/06/2019,$RECEIPT,-3059.81,45530.00,,,,,
DC19ACT,45095,18,Council Technical/Admin. Facilities,No Sector,6,Jun,12-Jun,12,28/06/2019,$RECEIPT,-123334.58,45530.00,,,,,
DC19ACT,45020,19,Open Space,No Sector,7,Jul,01-Jul,1,11/07/2018,$RECEIPT,-7529,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,7,Jul,01-Jul,1,05/07/2018,$RECEIPT,-318.5,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,7,Jul,01-Jul,1,10/07/2018,$RECEIPT,-17358,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,7,Jul,01-Jul,1,11/07/2018,$RECEIPT,-3962.3,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,7,Jul,01-Jul,1,23/07/2018,$RECEIPT,-490,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,7,Jul,01-Jul,1,27/07/2018,$RECEIPT,-480.2,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,7,Jul,01-Jul,1,30/07/2018,$RECEIPT,-395,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,8,Aug,02-Aug,2,09/08/2018,$RECEIPT,-1225,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,8,Aug,02-Aug,2,23/08/2018,$RECEIPT,-526,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,8,Aug,02-Aug,2,23/08/2018,$RECEIPT,-526,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,8,Aug,02-Aug,2,24/08/2018,$RECEIPT,-285,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,8,Aug,02-Aug,2,28/08/2018,$RECEIPT,-153,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,8,Aug,02-Aug,2,29/08/2018,$RECEIPT,-490,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,9,Sep,03-Sep,3,03/09/2018,$RECEIPT,-88,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,9,Sep,03-Sep,3,05/09/2018,$RECEIPT,-919,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,9,Sep,03-Sep,3,17/09/2018,$RECEIPT,-18410,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,9,Sep,03-Sep,3,24/09/2018,$RECEIPT,-526,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,10,Oct,04-Oct,4,10/10/2018,$RECEIPT,-1715,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,10,Oct,04-Oct,4,16/10/2018,$RECEIPT,-368,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,10,Oct,04-Oct,4,16/10/2018,$RECEIPT,-88,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,11,Nov,05-Nov,5,22/11/2018,$RECEIPT,-526,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,12,Dec,06-Dec,6,05/12/2018,$RECEIPT,-921,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,12,Dec,06-Dec,6,07/12/2018,$RECEIPT,-489.18,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,12,Dec,06-Dec,6,10/12/2018,$RECEIPT,-1512,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,12,Dec,06-Dec,6,17/12/2018,$RECEIPT,-1316,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,2,Feb,08-Feb,8,01/02/2019,$RECEIPT,-921,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,2,Feb,08-Feb,8,05/02/2019,$RECEIPT,-490,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,2,Feb,08-Feb,8,22/02/2019,$RECEIPT,-169,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,2,Feb,08-Feb,8,27/02/2019,$RECEIPT,-395,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,3,Mar,09-Mar,9,12/03/2019,$RECEIPT,-169,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,3,Mar,09-Mar,9,18/03/2019,$RECEIPT,-1425,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,3,Mar,09-Mar,9,26/03/2019,$RECEIPT,-1775,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,3,Mar,09-Mar,9,27/03/2019,$RECEIPT,-483.92,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,4,Apr,10-Apr,10,11/04/2019,$RECEIPT,-526,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,4,Apr,10-Apr,10,12/04/2019,$RECEIPT,-490,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,4,Apr,10-Apr,10,15/04/2019,$RECEIPT,-368,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,5,May,11-May,11,08/05/2019,$RECEIPT,-2857,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,5,May,11-May,11,09/05/2019,$RECEIPT,-88,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,6,Jun,12-Jun,12,06/06/2019,$RECEIPT,-88,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,6,Jun,12-Jun,12,17/06/2019,$RECEIPT,-395,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,6,Jun,12-Jun,12,19/06/2019,$RECEIPT,-256,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,6,Jun,12-Jun,12,24/06/2019,$RECEIPT,-395,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,6,Jun,12-Jun,12,26/06/2019,$RECEIPT,-395,45530.00,,,,,
DC19ACT,45030,22,Footpath/Cycleway,No Sector,6,Jun,12-Jun,12,28/06/2019,$RECEIPT,-28951,45530.00,,,,,
DC19ACT,45020,25,Structured Open Space,No Sector,5,May,11-May,11,08/05/2019,$RECEIPT,-29975.81,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,7,Jul,01-Jul,1,05/07/2018,$RECEIPT,-735.8,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,7,Jul,01-Jul,1,10/07/2018,$RECEIPT,-40095,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,7,Jul,01-Jul,1,11/07/2018,$RECEIPT,-9154.44,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,7,Jul,01-Jul,1,12/07/2018,$RECEIPT,-831,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,7,Jul,01-Jul,1,19/07/2018,$RECEIPT,-277,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,7,Jul,01-Jul,1,23/07/2018,$RECEIPT,-1132,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,7,Jul,01-Jul,1,24/07/2018,$RECEIPT,-802,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,7,Jul,01-Jul,1,27/07/2018,$RECEIPT,-1109.36,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,7,Jul,01-Jul,1,30/07/2018,$RECEIPT,-911,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,8,Aug,02-Aug,2,09/08/2018,$RECEIPT,-2830,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,8,Aug,02-Aug,2,21/08/2018,$RECEIPT,-27,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,8,Aug,02-Aug,2,23/08/2018,$RECEIPT,-1215,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,8,Aug,02-Aug,2,23/08/2018,$RECEIPT,-1215,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,8,Aug,02-Aug,2,24/08/2018,$RECEIPT,-2453,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,8,Aug,02-Aug,2,24/08/2018,$RECEIPT,-658,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,8,Aug,02-Aug,2,28/08/2018,$RECEIPT,-354,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,8,Aug,02-Aug,2,29/08/2018,$RECEIPT,-1132,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,9,Sep,03-Sep,3,03/09/2018,$RECEIPT,-203,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,9,Sep,03-Sep,3,05/09/2018,$RECEIPT,-2123,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,9,Sep,03-Sep,3,17/09/2018,$RECEIPT,-42525,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,9,Sep,03-Sep,3,24/09/2018,$RECEIPT,-1215,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,10,Oct,04-Oct,4,02/10/2018,$RECEIPT,-2053.48,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,10,Oct,04-Oct,4,10/10/2018,$RECEIPT,-3962,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,10,Oct,04-Oct,4,16/10/2018,$RECEIPT,-849,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,10,Oct,04-Oct,4,16/10/2018,$RECEIPT,-203,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,11,Nov,05-Nov,5,22/11/2018,$RECEIPT,-1215,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,11,Nov,05-Nov,5,29/11/2018,$RECEIPT,-973.52,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,12,Dec,06-Dec,6,03/12/2018,$RECEIPT,-814.05,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,12,Dec,06-Dec,6,05/12/2018,$RECEIPT,-2126,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,12,Dec,06-Dec,6,07/12/2018,$RECEIPT,-1129.95,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,12,Dec,06-Dec,6,10/12/2018,$RECEIPT,-3492,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,12,Dec,06-Dec,6,12/12/2018,$RECEIPT,-2430,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,12,Dec,06-Dec,6,17/12/2018,$RECEIPT,-3037,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,2,Feb,08-Feb,8,01/02/2019,$RECEIPT,-2126,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,2,Feb,08-Feb,8,04/02/2019,$RECEIPT,-753.3,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,2,Feb,08-Feb,8,05/02/2019,$RECEIPT,-1132,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,2,Feb,08-Feb,8,11/02/2019,$RECEIPT,-803.72,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,2,Feb,08-Feb,8,22/02/2019,$RECEIPT,-399,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,2,Feb,08-Feb,8,27/02/2019,$RECEIPT,-911,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,3,Mar,09-Mar,9,12/03/2019,$RECEIPT,-399,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,3,Mar,09-Mar,9,18/03/2019,$RECEIPT,-3291,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,3,Mar,09-Mar,9,26/03/2019,$RECEIPT,-4101,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,3,Mar,09-Mar,9,27/03/2019,$RECEIPT,-1117.8,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,4,Apr,10-Apr,10,11/04/2019,$RECEIPT,-1215,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,4,Apr,10-Apr,10,12/04/2019,$RECEIPT,-1132,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,4,Apr,10-Apr,10,15/04/2019,$RECEIPT,-1215,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,4,Apr,10-Apr,10,15/04/2019,$RECEIPT,-849,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,5,May,11-May,11,08/05/2019,$RECEIPT,-6600,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,5,May,11-May,11,09/05/2019,$RECEIPT,-203,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,6,Jun,12-Jun,12,06/06/2019,$RECEIPT,-203,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,6,Jun,12-Jun,12,17/06/2019,$RECEIPT,-911,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,6,Jun,12-Jun,12,19/06/2019,$RECEIPT,-585,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,6,Jun,12-Jun,12,24/06/2019,$RECEIPT,-911,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,6,Jun,12-Jun,12,26/06/2019,$RECEIPT,-911,45530.00,,,,,
DC19ACT,45020,26,Casual Open Space,No Sector,6,Jun,12-Jun,12,28/06/2019,$RECEIPT,-67796.4,45530.00,,,,,
DC19ACT,45020,26,Structured Open Space,No Sector,7,Jul,01-Jul,1,05/07/2018,$RECEIPT,-2583.1,45530.00,,,,,
DC19ACT,45020,26,Structured Open Space,No Sector,7,Jul,01-Jul,1,10/07/2018,$RECEIPT,-140712,45530.00,,,,,
DC19ACT,45020,26,Structured Open Space,No Sector,7,Jul,01-Jul,1,11/07/2018,$RECEIPT,-10610.58,45530.00,,,,,
DC19ACT,45020,26,Structured Open Space,No Sector,7,Jul,01-Jul,1,12/07/2018,$RECEIPT,831,45530.00,,,,,
DC19ACT,45020,26,Structured Open Space,No Sector,7,Jul,01-Jul,1,19/07/2018,$RECEIPT,-973,45530.00,,,,,
DC19ACT,45020,26,Structured Open Space,No Sector,7,Jul,01-Jul,1,23/07/2018,$RECEIPT,-144399,45530.00,,,,,
DC19ACT,45020,26,Structured Open Space,No Sector,7,Jul,01-Jul,1,27/07/2018,$RECEIPT,-3894.52,45530.00,,,,,
DC19ACT,45020,26,Structured Open Space,No Sector,7,Jul,01-Jul,1,30/07/2018,$RECEIPT,-3198,45530.00,,,,,
DC19ACT,45020,26,Structured Open Space,No Sector,8,Aug,02-Aug,2,09/08/2018,$RECEIPT,-9935,45530.00,,,,,
DC19ACT,45020,26,Structured Open Space,No Sector,8,Aug,02-Aug,2,21/08/2018,$RECEIPT,-93,45530.00,,,,,
DC19ACT,45020,26,Structured Open Space,No Sector,8,Aug,02-Aug,2,23/08/2018,$RECEIPT,-4264,45530.00,,,,,
DC19ACT,45020,26,Structured Open Space,No Sector,8,Aug,02-Aug,2,23/08/2018,$RECEIPT,-4264,45530.00,,,,,
