Ledger,Account,Plan,Activity,Sector,Month Num,Month Text,Month,Fiscal Month,Date,Doc Type,Amount,DataDate,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,7,Jul,01-Jul,1,22/07/2004,RECEIPT,-10320,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,7,Jul,01-Jul,1,23/07/2004,RECEIPT,-26144,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,7,Jul,01-Jul,1,26/07/2004,RECEIPT,-1376,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,8,Aug,02-Aug,2,06/08/2004,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,8,Aug,02-Aug,2,13/08/2004,RECEIPT,-6880,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,8,Aug,02-Aug,2,23/08/2004,RECEIPT,-1112,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,8,Aug,02-Aug,2,24/08/2004,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,8,Aug,02-Aug,2,31/08/2004,RECEIPT,-2012,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,9,Sep,03-Sep,3,02/09/2004,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,9,Sep,03-Sep,3,07/09/2004,RECEIPT,-3440,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,9,Sep,03-Sep,3,10/09/2004,RECEIPT,-17888,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,9,Sep,03-Sep,3,16/09/2004,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,9,Sep,03-Sep,3,21/09/2004,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,9,Sep,03-Sep,3,21/09/2004,RECEIPT,-5504,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,9,Sep,03-Sep,3,13/09/2004,RECEIPT,-1376,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,9,Sep,03-Sep,3,23/09/2004,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,9,Sep,03-Sep,3,27/09/2004,RECEIPT,-5504,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,9,Sep,03-Sep,3,30/09/2004,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,10,Oct,04-Oct,4,01/10/2004,RECEIPT,-9424,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,10,Oct,04-Oct,4,07/10/2004,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,10,Oct,04-Oct,4,11/10/2004,RECEIPT,-58485,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,10,Oct,04-Oct,4,12/10/2004,RECEIPT,-688,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,10,Oct,04-Oct,4,13/10/2004,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,10,Oct,04-Oct,4,21/10/2004,RECEIPT,-688,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,11,Nov,05-Nov,5,08/11/2004,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,11,Nov,05-Nov,5,09/11/2004,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,11,Nov,05-Nov,5,12/11/2004,RECEIPT,-5612,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,11,Nov,05-Nov,5,22/11/2004,RECEIPT,-1562,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,11,Nov,05-Nov,5,30/11/2004,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,12,Dec,06-Dec,6,01/12/2004,RECEIPT,-61232,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,12,Dec,06-Dec,6,07/12/2004,RECEIPT,-17888,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,12,Dec,06-Dec,6,10/12/2004,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,12,Dec,06-Dec,6,16/12/2004,RECEIPT,-29045,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,12,Dec,06-Dec,6,17/12/2004,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,12,Dec,06-Dec,6,22/12/2004,RECEIPT,-688,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,1,Jan,07-Jan,7,11/01/2005,RECEIPT,-217,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,1,Jan,07-Jan,7,17/01/2005,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,2,Feb,08-Feb,8,01/02/2005,RECEIPT,-52976,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,2,Feb,08-Feb,8,17/02/2005,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,2,Feb,08-Feb,8,24/02/2005,RECEIPT,-1376,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,2,Feb,08-Feb,8,25/02/2005,RECEIPT,-688,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,3,Mar,09-Mar,9,04/03/2005,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,3,Mar,09-Mar,9,08/03/2005,RECEIPT,-688,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,3,Mar,09-Mar,9,10/03/2005,RECEIPT,-3440,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,3,Mar,09-Mar,9,23/03/2005,RECEIPT,-662,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,3,Mar,09-Mar,9,24/03/2005,RECEIPT,-2012,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,3,Mar,09-Mar,9,29/03/2005,RECEIPT,-688,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,3,Mar,09-Mar,9,31/03/2005,RECEIPT,-662,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,4,Apr,10-Apr,10,05/04/2005,RECEIPT,-2064,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,4,Apr,10-Apr,10,06/04/2005,RECEIPT,-688,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,4,Apr,10-Apr,10,07/04/2005,RECEIPT,-6880,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,4,Apr,10-Apr,10,08/04/2005,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,4,Apr,10-Apr,10,11/04/2005,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,4,Apr,10-Apr,10,11/04/2005,RECEIPT,-688,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,4,Apr,10-Apr,10,15/04/2005,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,4,Apr,10-Apr,10,15/04/2005,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,4,Apr,10-Apr,10,26/04/2005,RECEIPT,-2224,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,4,Apr,10-Apr,10,29/04/2005,RECEIPT,-3440,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,5,May,11-May,11,04/05/2005,RECEIPT,-39126,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,5,May,11-May,11,09/05/2005,RECEIPT,-33302,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,5,May,11-May,11,12/05/2005,RECEIPT,-277,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,5,May,11-May,11,12/05/2005,RECEIPT,-688,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,5,May,11-May,11,13/05/2005,CHARGE,-25201,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,5,May,11-May,11,16/05/2005,RECEIPT,-4712,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,5,May,11-May,11,13/05/2005,RECEIPT,-662,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,5,May,11-May,11,16/05/2005,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,5,May,11-May,11,19/05/2005,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,5,May,11-May,11,25/05/2005,RECEIPT,-688,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,5,May,11-May,11,25/05/2005,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,5,May,11-May,11,27/05/2005,RECEIPT,-1060,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,5,May,11-May,11,31/05/2005,RECEIPT,-688,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,6,Jun,12-Jun,12,02/06/2005,RECEIPT,-450,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,6,Jun,12-Jun,12,06/06/2005,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,6,Jun,12-Jun,12,17/06/2005,RECEIPT,-688,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,6,Jun,12-Jun,12,21/06/2005,RECEIPT,-900,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,6,Jun,12-Jun,12,23/06/2005,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,6,Jun,12-Jun,12,23/06/2005,RECEIPT,-38528,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,6,Jun,12-Jun,12,24/06/2005,RECEIPT,-10294,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,6,Jun,12-Jun,12,27/06/2005,RECEIPT,-212,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,6,Jun,12-Jun,12,29/06/2005,RECEIPT,-83936,45530.00,,,,,
DC05ACT,45025,11,Community Facilities,No Sector,6,Jun,12-Jun,12,30/06/2005,RECEIPT,-688,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,7,Jul,01-Jul,1,01/07/2004,CHARGE,161,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,7,Jul,01-Jul,1,01/07/2004,RECEIPT,-805,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,7,Jul,01-Jul,1,02/07/2004,RECEIPT,-1150,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,7,Jul,01-Jul,1,13/07/2004,RECEIPT,-161,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,7,Jul,01-Jul,1,22/07/2004,RECEIPT,-345,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,7,Jul,01-Jul,1,23/07/2004,RECEIPT,-874,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,8,Aug,02-Aug,2,13/08/2004,RECEIPT,-230,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,9,Sep,03-Sep,3,02/09/2004,RECEIPT,-805,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,9,Sep,03-Sep,3,07/09/2004,RECEIPT,-115,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,9,Sep,03-Sep,3,10/09/2004,RECEIPT,-598,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,9,Sep,03-Sep,3,22/09/2004,RECEIPT,-414,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,9,Sep,03-Sep,3,27/09/2004,RECEIPT,-184,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,10,Oct,04-Oct,4,11/10/2004,RECEIPT,-1564,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,11,Nov,05-Nov,5,10/11/2004,RECEIPT,-184,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,11,Nov,05-Nov,5,11/11/2004,GLJNLOP,4712,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,12,Dec,06-Dec,6,01/12/2004,RECEIPT,-2047,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,12,Dec,06-Dec,6,07/12/2004,RECEIPT,-598,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,2,Feb,08-Feb,8,01/02/2005,RECEIPT,-1771,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,2,Feb,08-Feb,8,24/02/2005,RECEIPT,-46,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,4,Apr,10-Apr,10,07/04/2005,RECEIPT,-230,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,4,Apr,10-Apr,10,29/04/2005,RECEIPT,-889,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,5,May,11-May,11,04/05/2005,RECEIPT,-1574,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,5,May,11-May,11,09/05/2005,RECEIPT,-1332,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,5,May,11-May,11,13/05/2005,CHARGE,-1008,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,5,May,11-May,11,23/05/2005,CHGADJ,774,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,6,Jun,12-Jun,12,23/06/2005,RECEIPT,-1288,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,6,Jun,12-Jun,12,24/06/2005,RECEIPT,-322,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,6,Jun,12-Jun,12,29/06/2005,RECEIPT,-2806,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,7,Jul,01-Jul,1,26/07/2005,GLJNL,5141,45530.00,,,,,
DC05ACT,45095,12,Bus Shelters,No Sector,7,Jul,01-Jul,1,29/07/2005,GLJNL,-9853,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,7,Jul,01-Jul,1,02/07/2004,RECEIPT,-6300,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,7,Jul,01-Jul,1,05/07/2004,RECEIPT,-126,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,7,Jul,01-Jul,1,07/07/2004,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,7,Jul,01-Jul,1,08/07/2004,RECEIPT,-753,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,7,Jul,01-Jul,1,13/07/2004,RECEIPT,-561,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,7,Jul,01-Jul,1,13/07/2004,RECEIPT,-882,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,7,Jul,01-Jul,1,19/07/2004,RECEIPT,-96,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,7,Jul,01-Jul,1,21/07/2004,RECEIPT,-135,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,7,Jul,01-Jul,1,22/07/2004,RECEIPT,-1890,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,7,Jul,01-Jul,1,23/07/2004,RECEIPT,-4788,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,7,Jul,01-Jul,1,26/07/2004,RECEIPT,-252,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,8,Aug,02-Aug,2,06/08/2004,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,8,Aug,02-Aug,2,13/08/2004,RECEIPT,-1260,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,8,Aug,02-Aug,2,23/08/2004,RECEIPT,-222,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,8,Aug,02-Aug,2,24/08/2004,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,8,Aug,02-Aug,2,31/08/2004,RECEIPT,-396,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,9,Sep,03-Sep,3,02/09/2004,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,9,Sep,03-Sep,3,07/09/2004,RECEIPT,-630,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,9,Sep,03-Sep,3,10/09/2004,RECEIPT,-3276,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,9,Sep,03-Sep,3,16/09/2004,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,9,Sep,03-Sep,3,21/09/2004,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,9,Sep,03-Sep,3,21/09/2004,RECEIPT,-1008,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,9,Sep,03-Sep,3,13/09/2004,RECEIPT,-252,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,9,Sep,03-Sep,3,23/09/2004,RECEIPT,-47.86,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,9,Sep,03-Sep,3,27/09/2004,RECEIPT,-1008,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,9,Sep,03-Sep,3,30/09/2004,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,10,Oct,04-Oct,4,01/10/2004,RECEIPT,-1836,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,10,Oct,04-Oct,4,07/10/2004,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,10,Oct,04-Oct,4,11/10/2004,RECEIPT,-10830,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,10,Oct,04-Oct,4,12/10/2004,RECEIPT,-126,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,10,Oct,04-Oct,4,13/10/2004,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,10,Oct,04-Oct,4,21/10/2004,RECEIPT,-126,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,11,Nov,05-Nov,5,08/11/2004,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,11,Nov,05-Nov,5,09/11/2004,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,11,Nov,05-Nov,5,12/11/2004,RECEIPT,-1092,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,11,Nov,05-Nov,5,22/11/2004,RECEIPT,-309,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,11,Nov,05-Nov,5,30/11/2004,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,12,Dec,06-Dec,6,01/12/2004,RECEIPT,-11214,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,12,Dec,06-Dec,6,07/12/2004,RECEIPT,-3276,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,12,Dec,06-Dec,6,10/12/2004,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,12,Dec,06-Dec,6,16/12/2004,RECEIPT,-4808,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,12,Dec,06-Dec,6,17/12/2004,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,12,Dec,06-Dec,6,22/12/2004,RECEIPT,-126,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,1,Jan,07-Jan,7,11/01/2005,RECEIPT,-49,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,1,Jan,07-Jan,7,17/01/2005,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,2,Feb,08-Feb,8,01/02/2005,RECEIPT,-9702,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,2,Feb,08-Feb,8,17/02/2005,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,2,Feb,08-Feb,8,24/02/2005,RECEIPT,-252,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,2,Feb,08-Feb,8,25/02/2005,RECEIPT,-126,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,3,Mar,09-Mar,9,04/03/2005,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,3,Mar,09-Mar,9,08/03/2005,RECEIPT,-126,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,3,Mar,09-Mar,9,10/03/2005,RECEIPT,-630,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,3,Mar,09-Mar,9,23/03/2005,RECEIPT,-135,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,3,Mar,09-Mar,9,24/03/2005,RECEIPT,-396,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,3,Mar,09-Mar,9,29/03/2005,RECEIPT,-126,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,3,Mar,09-Mar,9,31/03/2005,RECEIPT,-135,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,4,Apr,10-Apr,10,05/04/2005,RECEIPT,-378,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,4,Apr,10-Apr,10,06/04/2005,RECEIPT,-126,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,4,Apr,10-Apr,10,07/04/2005,RECEIPT,-1260,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,4,Apr,10-Apr,10,08/04/2005,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,4,Apr,10-Apr,10,11/04/2005,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,4,Apr,10-Apr,10,11/04/2005,RECEIPT,-126,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,4,Apr,10-Apr,10,15/04/2005,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,4,Apr,10-Apr,10,15/04/2005,RECEIPT,-71,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,4,Apr,10-Apr,10,26/04/2005,RECEIPT,-446,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,4,Apr,10-Apr,10,29/04/2005,RECEIPT,-630,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,5,May,11-May,11,04/05/2005,RECEIPT,-7578,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,5,May,11-May,11,09/05/2005,RECEIPT,-6438,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,5,May,11-May,11,12/05/2005,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,5,May,11-May,11,12/05/2005,RECEIPT,-126,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,5,May,11-May,11,13/05/2005,CHARGE,-4872,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,5,May,11-May,11,16/05/2005,RECEIPT,-918,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,5,May,11-May,11,13/05/2005,RECEIPT,-135,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,5,May,11-May,11,16/05/2005,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,5,May,11-May,11,19/05/2005,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,5,May,11-May,11,25/05/2005,RECEIPT,-126,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,5,May,11-May,11,25/05/2005,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,5,May,11-May,11,27/05/2005,RECEIPT,-240,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,5,May,11-May,11,31/05/2005,RECEIPT,-126,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,6,Jun,12-Jun,12,02/06/2005,RECEIPT,-87,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,6,Jun,12-Jun,12,06/06/2005,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,6,Jun,12-Jun,12,17/06/2005,RECEIPT,-126,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,6,Jun,12-Jun,12,21/06/2005,RECEIPT,-174,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,6,Jun,12-Jun,12,23/06/2005,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,6,Jun,12-Jun,12,23/06/2005,RECEIPT,-7056,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,6,Jun,12-Jun,12,24/06/2005,RECEIPT,-1899,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,6,Jun,12-Jun,12,27/06/2005,RECEIPT,-48,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,6,Jun,12-Jun,12,29/06/2005,RECEIPT,-15372,45530.00,,,,,
DC05ACT,45095,13,Cemeteries,No Sector,6,Jun,12-Jun,12,30/06/2005,RECEIPT,-126,45530.00,,,,,
DC05ACT,45095,14,Other,No Sector,8,Aug,02-Aug,2,31/08/2004,RECEIPT,-9783,45530.00,,,,,
DC05ACT,45025,15,Community Facilities,Sector 1,7,Jul,01-Jul,1,02/07/2004,RECEIPT,-24600,45530.00,,,,,
DC05ACT,45025,15,Community Facilities,Sector 1,7,Jul,01-Jul,1,13/07/2004,RECEIPT,-492,45530.00,,,,,
DC05ACT,45025,15,Community Facilities,Sector 1,7,Jul,01-Jul,1,23/07/2004,RECEIPT,-18696,45530.00,,,,,
DC05ACT,45025,15,Community Facilities,Sector 1,8,Aug,02-Aug,2,31/08/2004,RECEIPT,-2460,45530.00,,,,,
DC05ACT,45025,15,Community Facilities,Sector 1,9,Sep,03-Sep,3,21/09/2004,RECEIPT,-492,45530.00,,,,,
DC05ACT,45025,15,Community Facilities,Sector 1,10,Oct,04-Oct,4,11/10/2004,RECEIPT,-33456,45530.00,,,,,
DC05ACT,45025,15,Community Facilities,Sector 1,2,Feb,08-Feb,8,24/02/2005,RECEIPT,-984,45530.00,,,,,
DC05ACT,45025,15,Community Facilities,Sector 1,3,Mar,09-Mar,9,23/03/2005,RECEIPT,-984,45530.00,,,,,
DC05ACT,45025,15,Community Facilities,Sector 1,3,Mar,09-Mar,9,24/03/2005,RECEIPT,-2952,45530.00,,,,,
DC05ACT,45025,15,Community Facilities,Sector 1,5,May,11-May,11,19/05/2005,RECEIPT,-492,45530.00,,,,,
DC05ACT,45025,15,Community Facilities,Sector 1,5,May,11-May,11,25/05/2005,RECEIPT,-492,45530.00,,,,,
DC05ACT,45025,15,Community Facilities,Sector 1,5,May,11-May,11,31/05/2005,RECEIPT,-492,45530.00,,,,,
DC05ACT,45025,15,Community Facilities,Sector 1,6,Jun,12-Jun,12,23/06/2005,RECEIPT,-492,45530.00,,,,,
